date_time,holiday,temp,rain_1h,snow_1h,clouds_all,weather_main,traffic_volume
2012-10-03 17:00:00,0.0,-251.90499999999994,0.0,0.0,10.5,0.5,5380.0
2012-10-03 18:00:00,0.0,-252.63999999999993,0.0,0.0,20.0,1.0,4623.0
2012-10-03 19:00:00,0.0,-255.64999999999998,0.0,0.0,20.0,1.0,3591.0
2012-10-03 20:00:00,0.0,-258.10999999999996,0.0,0.0,20.0,1.0,2898.0
2012-10-03 21:00:00,0.0,-259.19999999999993,0.0,0.0,1.0,0.0,2637.0
2012-10-03 22:00:00,0.0,-260.04999999999995,0.0,0.0,1.0,0.0,1777.0
2012-10-03 23:00:00,0.0,-261.03999999999996,0.0,0.0,1.0,0.0,1015.0
2012-10-04 00:00:00,0.0,-261.74999999999994,0.0,0.0,1.0,0.0,598.0
2012-10-04 01:00:00,0.0,-262.8299999999999,0.0,0.0,1.0,0.0,369.0
2012-10-04 02:00:00,0.0,-263.12999999999994,0.0,0.0,1.0,0.0,312.0
2012-10-04 03:00:00,0.0,-264.25999999999993,0.0,0.0,1.0,0.0,367.0
2012-10-04 04:00:00,0.0,-264.60999999999996,0.0,0.0,1.0,0.0,835.0
2012-10-04 05:00:00,0.0,-264.97999999999996,0.0,0.0,1.0,0.0,2726.0
2012-10-04 06:00:00,0.0,-265.55999999999995,0.0,0.0,1.0,0.0,5689.0
2012-10-04 07:00:00,0.0,-265.72999999999996,0.0,0.0,1.0,0.0,6990.0
2012-10-04 08:00:00,0.0,-264.43999999999994,0.0,0.0,1.0,0.0,5985.0
2012-10-04 09:00:00,0.0,-261.31999999999994,0.0,0.0,1.0,0.0,5309.0
2012-10-04 10:00:00,0.0,-257.11999999999995,0.0,0.0,1.0,0.0,4603.0
2012-10-04 11:00:00,0.0,-254.74999999999994,0.0,0.0,1.0,0.0,4884.0
2012-10-04 12:00:00,0.0,-251.32999999999993,0.0,0.0,1.0,0.0,5104.0
2012-10-04 13:00:00,0.0,-249.91999999999996,0.0,0.0,1.0,0.0,5178.0
2012-10-04 14:00:00,0.0,-248.97999999999996,0.0,0.0,1.0,0.0,5501.0
2012-10-04 15:00:00,0.0,-248.12999999999994,0.0,0.0,1.0,0.0,5713.0
2012-10-04 16:00:00,0.0,-248.23999999999995,0.0,0.0,20.0,1.0,6292.0
2012-10-04 17:00:00,0.0,-248.62999999999994,0.0,0.0,20.0,1.0,6057.0
2012-10-04 18:00:00,0.0,-249.93999999999994,0.0,0.0,40.0,1.0,4907.0
2012-10-04 19:00:00,0.0,-252.44999999999993,0.0,0.0,40.0,1.0,3503.0
2012-10-04 20:00:00,0.0,-253.86999999999995,0.0,0.0,40.0,1.0,3037.0
2012-10-04 21:00:00,0.0,-254.52999999999997,0.0,0.0,75.0,1.0,2822.0
2012-10-04 22:00:00,0.0,-254.93999999999994,0.0,0.0,75.0,1.0,1992.0
2012-10-04 23:00:00,0.0,-255.17999999999995,0.0,0.0,75.0,1.0,1166.0
2012-10-05 00:00:00,0.0,-255.66999999999996,0.0,0.0,75.0,1.0,627.0
2012-10-05 01:00:00,0.0,-255.83999999999997,0.0,0.0,40.0,1.0,388.0
2012-10-05 02:00:00,0.0,-256.43999999999994,0.0,0.0,20.0,0.5,378.0
2012-10-05 03:00:00,0.0,-257.03999999999996,0.0,0.0,0.0,0.0,368.0
2012-10-05 04:00:00,0.0,-260.06499999999994,0.0,0.0,37.5,0.5,1428.5
2012-10-05 05:00:00,0.0,-263.09,0.0,0.0,75.0,1.0,2489.0
2012-10-05 06:00:00,0.0,-264.05999999999995,0.0,0.0,90.0,1.0,5537.0
2012-10-05 07:00:00,0.0,-264.60999999999996,0.0,0.0,90.0,1.0,6628.0
2012-10-05 08:00:00,0.0,-265.72999999999996,0.0,0.0,90.0,1.0,5534.0
2012-10-05 09:00:00,0.0,-266.28,0.0,0.0,75.0,1.0,5403.0
2012-10-05 10:00:00,0.0,-266.18999999999994,0.0,0.0,75.0,1.0,4770.0
2012-10-05 11:00:00,0.0,-266.29999999999995,0.0,0.0,90.0,1.0,5217.0
2012-10-05 12:00:00,0.0,-265.77,0.0,0.0,90.0,1.0,5870.0
2012-10-05 13:00:00,0.0,-264.86999999999995,0.0,0.0,75.0,1.0,5967.0
2012-10-05 14:00:00,0.0,-264.52,0.0,0.0,90.0,1.0,6108.0
2012-10-05 15:00:00,0.0,-264.38999999999993,0.0,0.0,90.0,1.0,6128.0
2012-10-05 16:00:00,0.0,-264.56999999999994,0.0,0.0,90.0,1.0,6069.0
2012-10-05 17:00:00,0.0,-264.87999999999994,0.0,0.0,90.0,1.0,6169.0
2012-10-05 18:00:00,0.0,-265.42999999999995,0.0,0.0,90.0,1.0,5384.0
2012-10-05 19:00:00,0.0,-266.15,0.0,0.0,90.0,1.0,4063.0
2012-10-05 20:00:00,0.0,-266.52,0.0,0.0,90.0,1.0,3364.0
2012-10-05 21:00:00,0.0,-266.65,0.0,0.0,75.0,1.0,2971.0
2012-10-05 22:00:00,0.0,-267.0799999999999,0.0,0.0,40.0,1.0,2450.0
2012-10-05 23:00:00,0.0,-267.23999999999995,0.0,0.0,40.0,1.0,1832.0
2012-10-06 00:00:00,0.0,-267.48999999999995,0.0,0.0,90.0,1.0,1231.0
2012-10-06 01:00:00,0.0,-267.74999999999994,0.0,0.0,90.0,1.0,718.0
2012-10-06 02:00:00,0.0,-267.71,0.0,0.0,90.0,1.0,545.0
2012-10-06 03:00:00,0.0,-268.51,0.0,0.0,82.5,1.0,478.0
2012-10-06 04:00:00,0.0,-269.30999999999995,0.0,0.0,75.0,1.0,411.0
2012-10-06 05:00:00,0.0,-269.94999999999993,0.0,0.0,20.0,1.0,688.0
2012-10-06 06:00:00,0.0,-270.9,0.0,0.0,1.0,0.0,1352.0
2012-10-06 07:00:00,0.0,-271.12999999999994,0.0,0.0,1.0,0.0,2072.0
2012-10-06 08:00:00,0.0,-271.30999999999995,0.0,0.0,1.0,0.0,3342.0
2012-10-06 09:00:00,0.0,-271.21,0.0,0.0,40.0,1.0,4258.0
2012-10-06 10:00:00,0.0,-269.41999999999996,0.0,0.0,20.0,1.0,4861.0
2012-10-06 11:00:00,0.0,-268.25999999999993,0.0,0.0,20.0,1.0,5191.0
2012-10-06 12:00:00,0.0,-267.21999999999997,0.0,0.0,40.0,1.0,5669.0
2012-10-06 13:00:00,0.0,-266.17999999999995,0.0,0.0,75.0,1.0,5074.0
2012-10-06 14:00:00,0.0,-266.04999999999995,0.0,0.0,75.0,1.0,5025.0
2012-10-06 15:00:00,0.0,-266.29999999999995,0.0,0.0,75.0,1.0,5153.0
2012-10-06 16:00:00,0.0,-267.23999999999995,0.0,0.0,90.0,1.0,5024.0
2012-10-06 17:00:00,0.0,-267.38999999999993,0.0,0.0,90.0,1.0,4779.0
2012-10-06 18:00:00,0.0,-267.90999999999997,0.0,0.0,90.0,1.0,4362.0
2012-10-06 19:00:00,0.0,-268.13999999999993,0.0,0.0,90.0,1.0,3860.0
2012-10-06 20:00:00,0.0,-268.13999999999993,0.0,0.0,90.0,1.0,3160.0
2012-10-06 21:00:00,0.0,-268.36999999999995,0.0,0.0,90.0,1.0,2992.0
2012-10-06 22:00:00,0.0,-269.4,0.0,0.0,90.0,1.0,3202.0
2012-10-06 23:00:00,0.0,-269.96,0.0,0.0,75.0,1.0,1941.0
2012-10-07 00:00:00,0.0,-270.18999999999994,0.0,0.0,75.0,1.0,1233.0
2012-10-07 01:00:00,0.0,-270.3166666666666,0.0,0.0,80.0,1.0,929.6666666666667
2012-10-07 02:00:00,0.0,-270.44333333333327,0.0,0.0,85.0,1.0,626.3333333333334
2012-10-07 03:00:00,0.0,-270.56999999999994,0.0,0.0,90.0,1.0,323.0
2012-10-07 04:00:00,0.0,-270.65,0.0,0.0,90.0,1.0,312.0
2012-10-07 05:00:00,0.0,-270.78999999999996,0.0,0.0,75.0,1.0,627.0
2012-10-07 06:00:00,0.0,-271.24999999999994,0.0,0.0,90.0,1.0,1508.0
2012-10-07 07:00:00,0.0,-271.53,0.0,0.0,90.0,1.0,1539.0
2012-10-07 08:00:00,0.0,-271.53,0.0,0.0,75.0,1.0,2232.0
2012-10-07 09:00:00,0.0,-270.74999999999994,0.0,0.0,75.0,1.0,4568.0
2012-10-07 10:00:00,0.0,-270.05999999999995,0.0,0.0,75.0,1.0,4624.0
2012-10-07 11:00:00,0.0,-269.28999999999996,0.0,0.0,90.0,1.0,4529.0
2012-10-07 12:00:00,0.0,-268.86999999999995,0.0,0.0,90.0,1.0,5139.0
2012-10-07 13:00:00,0.0,-267.84999999999997,0.0,0.0,90.0,1.0,6640.0
2012-10-07 14:00:00,0.0,-267.03,0.0,0.0,90.0,1.0,6589.0
2012-10-07 15:00:00,0.0,-267.03,0.0,0.0,90.0,1.0,4429.0
2012-10-07 16:00:00,0.0,-266.85999999999996,0.0,0.0,90.0,1.0,4329.0
2012-10-07 17:00:00,0.0,-266.97999999999996,0.0,0.0,90.0,1.0,3833.0
2012-10-07 18:00:00,0.0,-267.03,0.0,0.0,90.0,1.0,4015.0
2012-10-07 19:00:00,0.0,-268.18999999999994,0.0,0.0,90.0,1.0,3382.0
2012-10-07 20:00:00,0.0,-269.50999999999993,0.0,0.0,75.0,1.0,2815.0
2012-10-07 21:00:00,0.0,-270.56999999999994,0.0,0.0,90.0,1.0,2110.0
2012-10-07 22:00:00,0.0,-271.41999999999996,0.0,0.0,75.0,1.0,1555.0
2012-10-07 23:00:00,0.0,-272.37999999999994,0.0,0.0,20.0,1.0,959.0
2012-10-08 00:00:00,1.0,-273.21999999999997,0.0,0.0,20.0,1.0,455.0
2012-10-08 01:00:00,0.0,-273.67999999999995,0.0,0.0,20.0,1.0,336.0
2012-10-08 02:00:00,0.0,-274.52,0.0,0.0,1.0,0.0,265.0
2012-10-08 03:00:00,0.0,-275.24999999999994,0.0,0.0,1.0,0.0,314.0
2012-10-08 04:00:00,0.0,-275.66999999999996,0.0,0.0,1.0,0.0,779.0
2012-10-08 05:00:00,0.0,-275.96999999999997,0.0,0.0,1.0,0.0,2571.0
2012-10-08 06:00:00,0.0,-276.68999999999994,0.0,0.0,20.0,1.0,5563.0
2012-10-08 07:00:00,0.0,-276.28999999999996,0.0,0.0,20.0,1.0,6676.0
2012-10-08 08:00:00,0.0,-275.06999999999994,0.0,0.0,20.0,1.0,5966.0
2012-10-08 09:00:00,0.0,-272.59,0.0,0.0,20.0,1.0,4832.0
2012-10-08 10:00:00,0.0,-269.53,0.0,0.0,20.0,1.0,4395.0
2012-10-08 11:00:00,0.0,-266.8299999999999,0.0,0.0,20.0,1.0,4411.0
2012-10-08 12:00:00,0.0,-266.46,0.0,0.0,1.0,0.0,4648.0
2012-10-08 13:00:00,0.0,-263.96,0.0,0.0,40.0,1.0,4602.0
2012-10-08 14:00:00,0.0,-263.35999999999996,0.0,0.0,40.0,1.0,5125.0
2012-10-08 15:00:00,0.0,-262.81999999999994,0.0,0.0,1.0,0.0,5502.0
2012-10-08 16:00:00,0.0,-261.96999999999997,0.0,0.0,1.0,0.0,5979.0
2012-10-08 17:00:00,0.0,-261.81999999999994,0.0,0.0,40.0,1.0,5663.0
2012-10-08 18:00:00,0.0,-262.06999999999994,0.0,0.0,40.0,1.0,4259.0
2012-10-08 19:00:00,0.0,-264.30999999999995,0.0,0.0,20.0,1.0,3069.0
2012-10-08 20:00:00,0.0,-266.48999999999995,0.0,0.0,1.0,0.0,2378.0
2012-10-08 21:00:00,0.0,-266.94999999999993,0.0,0.0,1.0,0.0,2030.0
2012-10-08 22:00:00,0.0,-267.4,0.0,0.0,1.0,0.0,1400.0
2012-10-08 23:00:00,0.0,-267.84,0.0,0.0,1.0,0.0,917.0
2012-10-09 00:00:00,0.0,-268.52,0.0,0.0,1.0,0.0,515.0
2012-10-09 01:00:00,0.0,-269.03,0.0,0.0,1.0,0.0,302.0
2012-10-09 02:00:00,0.0,-268.8299999999999,0.0,0.0,1.0,0.0,251.0
2012-10-09 03:00:00,0.0,-269.0799999999999,0.0,0.0,10.5,0.5,524.5
2012-10-09 04:00:00,0.0,-269.3299999999999,0.0,0.0,20.0,1.0,798.0
2012-10-09 05:00:00,0.0,-269.78,0.0,0.0,40.0,1.0,2678.0
2012-10-09 06:00:00,0.0,-269.69999999999993,0.0,0.0,40.0,1.0,5733.0
2012-10-09 07:00:00,0.0,-268.98999999999995,0.0,0.0,75.0,1.0,6449.0
2012-10-09 08:00:00,0.0,-267.91999999999996,0.0,0.0,90.0,1.0,5765.0
2012-10-09 09:00:00,0.0,-266.94999999999993,0.0,0.0,90.0,1.0,5599.0
2012-10-09 10:00:00,0.0,-264.92999999999995,0.0,0.0,90.0,1.0,4534.0
2012-10-09 11:00:00,0.0,-263.18999999999994,0.0,0.0,90.0,1.0,4691.0
2012-10-09 12:00:00,0.0,-262.21999999999997,0.0,0.0,75.0,1.0,5067.0
2012-10-09 13:00:00,0.0,-261.15999999999997,0.0,0.0,75.0,1.0,5030.0
2012-10-09 14:00:00,0.0,-259.94999999999993,0.0,0.0,90.0,1.0,5300.0
2012-10-09 15:00:00,0.0,-259.06999999999994,0.0,0.0,100.0,6.0,5777.0
2012-10-09 16:00:00,0.0,-257.77,0.0,0.0,90.0,1.0,6349.0
2012-10-09 17:00:00,0.0,-255.92999999999995,0.0,0.0,90.0,1.0,6127.0
2012-10-09 18:00:00,0.0,-256.16999999999996,0.0,0.0,90.0,1.0,4460.0
2012-10-09 19:00:00,0.0,-257.43999999999994,0.0,0.0,75.0,1.0,3418.0
2012-10-09 20:00:00,0.0,-258.93999999999994,0.0,0.0,90.0,1.0,2775.0
2012-10-09 21:00:00,0.0,-261.18999999999994,0.0,0.0,90.0,1.0,2306.0
2012-10-09 22:00:00,0.0,-262.84,0.0,0.0,90.0,1.0,1846.0
2012-10-09 23:00:00,0.0,-263.84999999999997,0.0,0.0,90.0,1.0,947.0
2012-10-10 00:00:00,0.0,-264.41999999999996,0.0,0.0,90.0,1.0,494.0
2012-10-10 01:00:00,0.0,-264.52,0.0,0.0,90.0,1.0,332.0
2012-10-10 02:00:00,0.0,-265.21,0.0,0.0,75.0,1.0,261.0
2012-10-10 03:00:00,0.0,-265.12999999999994,0.0,0.0,90.0,1.0,361.0
2012-10-10 04:00:00,0.0,-265.1033333333333,0.0,0.0,90.66666666666667,0.6666666666666667,2199.0
2012-10-10 05:00:00,0.0,-265.0766666666666,0.0,0.0,91.33333333333333,0.33333333333333337,4037.0
2012-10-10 06:00:00,0.0,-265.04999999999995,0.0,0.0,92.0,0.0,5875.0
2012-10-10 07:00:00,0.0,-265.04999999999995,0.0,0.0,99.0,6.0,6793.0
2012-10-10 08:00:00,0.0,-266.19999999999993,0.0,0.0,99.0,6.0,6283.0
2012-10-10 09:00:00,0.0,-266.68999999999994,0.0,0.0,99.0,6.0,5680.0
2012-10-10 10:00:00,0.0,-266.62999999999994,0.0,0.0,99.0,0.0,4632.0
2012-10-10 11:00:00,0.0,-266.10999999999996,0.0,0.0,1.0,0.0,4887.0
2012-10-10 12:00:00,0.0,-264.21,0.0,0.0,75.0,1.0,5030.0
2012-10-10 13:00:00,0.0,-264.03999999999996,0.0,0.0,75.0,1.0,5067.0
2012-10-10 14:00:00,0.0,-264.24999999999994,0.0,0.0,90.0,1.0,5227.0
2012-10-10 15:00:00,0.0,-264.71,0.0,0.0,90.0,1.0,5610.0
2012-10-10 16:00:00,0.0,-265.06999999999994,0.0,0.0,81.0,0.0,6286.0
2012-10-10 17:00:00,0.0,-264.38499999999993,0.0,0.0,81.0,0.0,5530.5
2012-10-10 18:00:00,0.0,-263.69999999999993,0.0,0.0,81.0,0.0,4775.0
2012-10-10 19:00:00,0.0,-263.69999999999993,0.0,0.0,81.0,0.0,3340.0
2012-10-10 20:00:00,0.0,-263.69999999999993,0.0,0.0,81.0,0.0,3013.0
2012-10-10 21:00:00,0.0,-263.69999999999993,0.0,0.0,81.0,0.0,2603.0
2012-10-10 22:00:00,0.0,-263.69999999999993,0.0,0.0,81.0,0.0,1910.0
2012-10-10 23:00:00,0.0,-263.69999999999993,0.0,0.0,81.0,0.0,1037.0
2012-10-11 00:00:00,0.0,-268.04999999999995,0.0,0.0,41.0,0.0,692.0
2012-10-11 01:00:00,0.0,-272.4,0.0,0.0,1.0,0.0,347.0
2012-10-11 02:00:00,0.0,-272.15,0.0,0.0,38.0,0.5,348.5
2012-10-11 03:00:00,0.0,-271.9,0.0,0.0,75.0,1.0,350.0
2012-10-11 04:00:00,0.0,-272.24999999999994,0.0,0.0,75.0,1.0,850.0
2012-10-11 05:00:00,0.0,-272.59,0.0,0.0,40.0,1.0,2791.0
2012-10-11 06:00:00,0.0,-273.63999999999993,0.0,0.0,1.0,0.0,5809.0
2012-10-11 07:00:00,0.0,-273.65,0.0,0.0,1.0,0.0,6798.0
2012-10-11 08:00:00,0.0,-273.78,0.0,0.0,1.0,0.0,6304.0
2012-10-11 09:00:00,0.0,-271.10999999999996,0.0,0.0,20.0,1.0,5291.0
2012-10-11 10:00:00,0.0,-270.96,0.0,0.0,1.0,0.0,4638.0
2012-10-11 11:00:00,0.0,-268.77,0.0,0.0,13.25,0.0,4867.75
2012-10-11 12:00:00,0.0,-266.5799999999999,0.0,0.0,25.5,0.0,5097.5
2012-10-11 13:00:00,0.0,-264.38999999999993,0.0,0.0,37.75,0.0,5327.25
2012-10-11 14:00:00,0.0,-262.19999999999993,0.0,0.0,50.0,0.0,5557.0
2012-10-11 15:00:00,0.0,-262.19999999999993,0.0,0.0,50.0,0.0,5818.0
2012-10-11 16:00:00,0.0,-262.52,0.0,0.0,75.0,1.0,6272.0
2012-10-11 17:00:00,0.0,-262.78,0.0,0.0,75.0,1.0,5944.0
2012-10-11 18:00:00,0.0,-262.97999999999996,0.0,0.0,90.0,1.0,4949.0
2012-10-11 19:00:00,0.0,-264.23999999999995,0.0,0.0,90.0,1.0,3511.0
2012-10-11 20:00:00,0.0,-264.34999999999997,0.0,0.0,90.0,1.0,3039.0
2012-10-11 21:00:00,0.0,-264.48999999999995,0.0,0.0,90.0,1.0,2679.0
2012-10-11 22:00:00,0.0,-264.13999999999993,0.0,0.0,90.0,1.0,2094.0
2012-10-11 23:00:00,0.0,-263.77,0.0,0.0,90.0,1.0,1284.0
2012-10-12 00:00:00,0.0,-262.38999999999993,0.0,0.0,90.0,1.0,630.0
2012-10-12 01:00:00,0.0,-261.65999999999997,0.0,0.0,90.0,1.0,410.0
2012-10-12 02:00:00,0.0,-261.68999999999994,0.0,0.0,90.0,1.0,331.0
2012-10-12 03:00:00,0.0,-263.11999999999995,0.0,0.0,72.0,2.0,372.0
2012-10-12 04:00:00,0.0,-264.03999999999996,0.0,0.0,72.0,6.0,739.0
2012-10-12 05:00:00,0.0,-265.53,0.0,0.0,72.0,2.0,2561.0
2012-10-12 06:00:00,0.0,-267.77,0.0,0.0,75.0,1.0,5586.0
2012-10-12 07:00:00,0.0,-268.65999999999997,0.0,0.0,75.0,1.0,6992.0
2012-10-12 08:00:00,0.0,-268.4,0.0,0.0,90.0,1.0,5860.0
2012-10-12 09:00:00,0.0,-268.11999999999995,0.0,0.0,90.0,1.0,5230.0
2012-10-12 10:00:00,0.0,-267.00999999999993,0.0,0.0,75.0,1.0,4864.0
2012-10-12 11:00:00,0.0,-265.84999999999997,0.0,0.0,75.0,1.0,5146.0
2012-10-12 12:00:00,0.0,-265.34999999999997,0.0,0.0,40.0,1.0,5526.0
2012-10-12 13:00:00,0.0,-264.55999999999995,0.0,0.0,40.0,1.0,5383.0
2012-10-12 14:00:00,0.0,-264.46,0.0,0.0,75.0,1.0,5758.0
2012-10-12 15:00:00,0.0,-263.84999999999997,0.0,0.0,75.0,1.0,5889.0
2012-10-12 16:00:00,0.0,-264.09999999999997,0.0,0.0,75.0,1.0,6057.0
2012-10-12 17:00:00,0.0,-264.75999999999993,0.0,0.0,40.0,1.0,6028.0
2012-10-12 18:00:00,0.0,-266.09,0.0,0.0,20.0,1.0,5257.0
2012-10-12 19:00:00,0.0,-265.69199999999995,0.0,0.0,27.2,0.8,4585.0
2012-10-12 20:00:00,0.0,-265.294,0.0,0.0,34.4,0.6,3913.0
2012-10-12 21:00:00,0.0,-264.89599999999996,0.0,0.0,41.6,0.3999999999999999,3241.0
2012-10-12 22:00:00,0.0,-264.498,0.0,0.0,48.8,0.19999999999999996,2569.0
2012-10-12 23:00:00,0.0,-264.09999999999997,0.0,0.0,56.0,0.0,1897.0
2012-10-13 00:00:00,0.0,-273.71999999999997,0.0,0.0,1.0,0.0,1335.0
2012-10-13 01:00:00,0.0,-274.23999999999995,0.0,0.0,1.0,0.0,769.0
2012-10-13 02:00:00,0.0,-275.30999999999995,0.0,0.0,1.0,0.0,570.0
2012-10-13 03:00:00,0.0,-276.00999999999993,0.0,0.0,20.0,1.0,413.0
2012-10-13 04:00:00,0.0,-276.81999999999994,0.0,0.0,1.0,0.0,399.0
2012-10-13 05:00:00,0.0,-277.03,0.0,0.0,1.0,0.0,740.0
2012-10-13 06:00:00,0.0,-277.38999999999993,0.0,0.0,1.0,0.0,1420.0
2012-10-13 07:00:00,0.0,-277.31999999999994,0.0,0.0,75.0,1.0,2220.0
2012-10-13 08:00:00,0.0,-277.06999999999994,0.0,0.0,40.0,1.0,3479.0
2012-10-13 09:00:00,0.0,-273.68999999999994,0.0,0.0,40.0,1.0,4546.0
2012-10-13 10:00:00,0.0,-269.52,0.0,0.0,20.0,1.0,4579.0
2012-10-13 11:00:00,0.0,-267.0799999999999,0.0,0.0,1.0,0.0,4438.0
2012-10-13 12:00:00,0.0,-265.94999999999993,0.0,0.0,1.0,0.0,4623.0
2012-10-13 13:00:00,0.0,-264.48999999999995,0.0,0.0,1.0,0.0,4440.0
2012-10-13 14:00:00,0.0,-263.24999999999994,0.0,0.0,1.0,0.0,4495.0
2012-10-13 15:00:00,0.0,-262.34,0.0,0.0,1.0,0.0,4483.0
2012-10-13 16:00:00,0.0,-261.77,0.0,0.0,1.0,0.0,4591.0
2012-10-13 17:00:00,0.0,-261.85999999999996,0.0,0.0,1.0,0.0,4477.0
2012-10-13 18:00:00,0.0,-262.65999999999997,0.0,0.0,1.0,0.0,4221.0
2012-10-13 19:00:00,0.0,-264.44999999999993,0.0,0.0,20.0,1.0,3672.0
2012-10-13 20:00:00,0.0,-264.91999999999996,0.0,0.0,1.0,0.0,3015.0
2012-10-13 21:00:00,0.0,-264.46,0.0,0.0,75.0,1.0,2769.0
2012-10-13 22:00:00,0.0,-264.06999999999994,0.0,0.0,90.0,1.0,2875.0
2012-10-13 23:00:00,0.0,-264.11999999999995,0.0,0.0,90.0,1.0,1931.0
2012-10-14 00:00:00,0.0,-263.80999999999995,0.0,0.0,90.0,1.0,1309.0
2012-10-14 01:00:00,0.0,-263.75999999999993,0.0,0.0,90.0,1.0,870.0
2012-10-14 02:00:00,0.0,-263.71999999999997,0.0,0.0,90.0,1.0,654.0
2012-10-14 03:00:00,0.0,-264.06999999999994,0.0,0.0,90.0,1.0,364.0
2012-10-14 04:00:00,0.0,-264.21999999999997,0.0,0.0,90.0,1.0,262.0
2012-10-14 05:00:00,0.0,-264.06999999999994,0.0,0.0,90.0,1.0,505.0
2012-10-14 06:00:00,0.0,-264.05999999999995,0.0,0.0,90.0,1.0,861.0
2012-10-14 07:00:00,0.0,-264.05999999999995,0.0,0.0,90.0,1.0,1132.0
2012-10-14 08:00:00,0.0,-264.05999999999995,0.0,0.0,57.0,5.0,1797.0
2012-10-14 09:00:00,0.0,-263.86999999999995,0.0,0.0,57.0,2.0,2685.0
2012-10-14 10:00:00,0.0,-263.96999999999997,0.0,0.0,57.0,2.0,3370.0
2012-10-14 11:00:00,0.0,-263.47999999999996,0.0,0.0,57.0,2.0,3662.0
2012-10-14 12:00:00,0.0,-262.96999999999997,0.0,0.0,57.0,5.0,4076.0
2012-10-14 13:00:00,0.0,-262.54999999999995,0.0,0.0,93.0,6.0,4128.0
2012-10-14 14:00:00,0.0,-262.21,0.0,0.0,93.0,5.0,4358.0
2012-10-14 15:00:00,0.0,-261.74999999999994,0.0,0.0,93.0,5.0,4342.0
2012-10-14 16:00:00,0.0,-261.61999999999995,0.0,0.0,93.0,5.0,4234.0
2012-10-14 17:00:00,0.0,-261.65999999999997,0.0,0.0,93.0,6.0,4271.0
2012-10-14 18:00:00,0.0,-261.9,0.0,0.0,93.0,5.0,4080.0
2012-10-14 19:00:00,0.0,-262.12999999999994,0.0,0.0,93.0,5.0,3453.0
2012-10-14 20:00:00,0.0,-262.27,0.0,0.0,93.0,5.0,2718.0
2012-10-14 21:00:00,0.0,-262.71999999999997,0.0,0.0,93.0,5.0,2439.0
2012-10-14 22:00:00,0.0,-263.25999999999993,0.0,0.0,93.0,5.0,1819.0
